DRXFDCD,DRXFCLD
24122170.0,"Chicken breast, rotisserie, skin eaten"
24122171.0,"Chicken breast, rotisserie, skin not eaten"
24123110.0,"Chicken breast, stewed, skin eaten"
24123120.0,"Chicken breast, stewed, skin not eaten"
24123300.0,"Chicken breast, grilled without sauce, skin eaten"
24123301.0,"Chicken breast, grilled without sauce, skin not eaten"
24123310.0,"Chicken breast, grilled with sauce, skin eaten"
24123311.0,"Chicken breast, grilled with sauce, skin not eaten"
24124200.0,"Chicken breast, sauteed, skin eaten"
24124201.0,"Chicken breast, sauteed, skin not eaten"
24127200.0,"Chicken breast, fried, coated, skin / coating eaten, from raw"
24127201.0,"Chicken breast, fried, coated, skin / coating not eaten, from raw"
24127202.0,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw"
24127210.0,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked"
24127211.0,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked"
24127220.0,"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant"
24127221.0,"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant"
24127500.0,"Chicken breast, baked, coated, skin / coating eaten"
24127501.0,"Chicken breast, baked, coated, skin / coating not eaten"
24130210.0,"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten"
24130220.0,"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten"
24132230.0,"Chicken leg, drumstick and thigh, baked or broiled, skin eaten"
24132231.0,"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten"
24132240.0,"Chicken leg, drumstick and thigh, rotisserie, skin eaten"
24132241.0,"Chicken leg, drumstick and thigh, rotisserie, skin not eaten"
24133210.0,"Chicken leg, drumstick and thigh, stewed, skin eaten"
24133220.0,"Chicken leg, drumstick and thigh, stewed, skin not eaten"
24134100.0,"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten"
24134101.0,"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten"
24134150.0,"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten"
24134151.0,"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten"
24134300.0,"Chicken leg, drumstick and thigh, sauteed, skin eaten"
24134301.0,"Chicken leg, drumstick and thigh, sauteed, skin not eaten"
24137300.0,"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten"
24137301.0,"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten"
24137310.0,"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten"
24137311.0,"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten"
24140210.0,"Chicken drumstick, NS as to cooking method, skin eaten"
24140220.0,"Chicken drumstick, NS as to cooking method, skin not eaten"
24142300.0,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw"
24142301.0,"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw"
24142310.0,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked"
24142311.0,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked"
24142320.0,"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant"
24142321.0,"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant"
24142400.0,"Chicken drumstick, rotisserie, skin eaten"
24142401.0,"Chicken drumstick, rotisserie, skin not eaten"
24142500.0,"Chicken drumstick, grilled without sauce, skin eaten"
24142501.0,"Chicken drumstick, grilled without sauce, skin not eaten"
24142510.0,"Chicken drumstick, grilled with sauce, skin eaten"
24142511.0,"Chicken drumstick, grilled with sauce, skin not eaten"
24143210.0,"Chicken drumstick, stewed, skin eaten"
24143220.0,"Chicken drumstick, stewed, skin not eaten"
24144300.0,"Chicken drumstick, sauteed, skin eaten"
24144301.0,"Chicken drumstick, sauteed, skin not eaten"
24147300.0,"Chicken drumstick, fried, coated, skin / coating eaten, from raw"
24147301.0,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw"
24147302.0,"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw"
24147310.0,"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked"
24147311.0,"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked"
24147320.0,"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant"
24147321.0,"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant"
24147400.0,"Chicken drumstick, baked, coated, skin / coating eaten"
24147401.0,"Chicken drumstick, baked, coated, skin / coating not eaten"
24150210.0,"Chicken thigh, NS as to cooking method, skin eaten"
24150220.0,"Chicken thigh, NS as to cooking method, skin not eaten"
24152230.0,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw"
24152231.0,"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw"
24152240.0,"Chicken thigh, baked or broiled, skin eaten, from pre-cooked"
24152241.0,"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked"
24152250.0,"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant"
24152251.0,"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant"
24152300.0,"Chicken thigh, rotisserie, skin eaten"
24152301.0,"Chicken thigh, rotisserie, skin not eaten"
24153210.0,"Chicken thigh, stewed, skin eaten"
24153220.0,"Chicken thigh, stewed, skin not eaten"
24154010.0,"Chicken thigh, grilled without sauce, skin eaten"
24154011.0,"Chicken thigh, grilled without sauce, skin not eaten"
24154020.0,"Chicken thigh, grilled with sauce, skin eaten"
24154021.0,"Chicken thigh, grilled with sauce, skin not eaten"
24154300.0,"Chicken thigh, sauteed, skin eaten"
24154301.0,"Chicken thigh, sauteed, skin not eaten"
24157300.0,"Chicken thigh, fried, coated, skin / coating eaten, from raw"
24157301.0,"Chicken thigh, fried, coated, skin / coating not eaten, from raw"
24157302.0,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw"
24157310.0,"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked"
24157311.0,"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked"
24157320.0,"Chicken thigh, fried, coated, skin / coating eaten, from fast food"
24157321.0,"Chicken thigh, fried, coated, skin / coating not eaten, from fast food"
24157330.0,"Chicken thigh, fried, coated, skin / coating eaten, from restaurant"
24157331.0,"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant"
24157400.0,"Chicken thigh, baked, coated, skin / coating eaten"
24157401.0,"Chicken thigh, baked, coated, skin / coating not eaten"
24160110.0,"Chicken wing, NS as to cooking method"
24162130.0,"Chicken wing, baked, broiled, or roasted, from raw"
24162140.0,"Chicken wing, baked or broiled, from pre-cooked"
24162150.0,"Chicken wing, baked or broiled, from fast food / restaurant"
24162200.0,"Chicken wing, rotisserie"
24163110.0,"Chicken wing, stewed"
24164000.0,"Chicken wing, grilled without sauce"
24164010.0,"Chicken wing, grilled with sauce"
24164200.0,"Chicken wing, sauteed"
24167200.0,"Chicken wing, fried, coated, from raw"
24167210.0,"Chicken wing, fried, coated, from pre-cooked"
24167220.0,"Chicken wing, fried, coated, from fast food"
24167230.0,"Chicken wing, fried, coated, from restaurant"
24167300.0,"Chicken wing, baked, coated"
24168000.0,"Chicken ""wings"" with hot sauce, from fast food / restaurant"
24168001.0,"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant"
24168002.0,"Chicken ""wings"", plain, from fast food / restaurant"
24168010.0,"Chicken ""wings"" with hot sauce, from precooked"
24168011.0,"Chicken ""wings"" with other sauces or seasoning, from precooked"
24168012.0,"Chicken ""wings"", plain, from precooked"
24168020.0,"Chicken ""wings"" with hot sauce, from other sources"
24168021.0,"Chicken ""wings"" with other sauces or seasoning, from other sources"
24168022.0,"Chicken ""wings"", plain, from other sources"
24168030.0,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant"
24168031.0,"Chicken ""wings"", boneless, with hot sauce, from other sources"
24170200.0,"Chicken, back"
24180200.0,"Chicken, neck or ribs"
24198340.0,"Chicken, tail"
24198440.0,Chicken skin
24198500.0,Chicken feet
24198570.0,"Chicken, canned, meat only"
24198670.0,"Chicken, chicken roll, roasted"
24198671.0,"Chicken patty, breaded"
24198677.0,"Chicken fillet, breaded"
24198683.0,"Chicken fillet, grilled"
24198720.0,"Chicken, ground"
24198729.0,"Chicken nuggets, NFS"
24198731.0,"Chicken nuggets, from fast food"
24198732.0,"Chicken nuggets, from restaurant"
24198735.0,"Chicken nuggets, from school lunch"
24198736.0,"Chicken nuggets, from frozen"
24198737.0,"Chicken nuggets, from other sources"
24198739.0,"Chicken tenders or strips, NFS"
24198741.0,"Chicken tenders or strips, breaded, from fast food"
24198742.0,"Chicken tenders or strips, breaded, from restaurant"
24198745.0,"Chicken tenders or strips, breaded, from school lunch"
24198746.0,"Chicken tenders or strips, breaded, from frozen"
24198747.0,"Chicken tenders or strips, breaded, from other sources"
24201000.0,"Turkey, NFS"
24201020.0,"Turkey, light meat, skin not eaten"
24201030.0,"Turkey, light meat, skin eaten"
24201060.0,"Turkey, light meat, breaded, baked or fried, skin not eaten"
24201070.0,"Turkey, light meat, breaded, baked or fried, skin eaten"
24201120.0,"Turkey, light meat, roasted, skin not eaten"
24201130.0,"Turkey, light meat, roasted, skin eaten"
24201220.0,"Turkey, dark meat, roasted, skin not eaten"
24201230.0,"Turkey, dark meat, roasted, skin eaten"
24201320.0,"Turkey, light and dark meat, roasted, skin not eaten"
24201330.0,"Turkey, light and dark meat, roasted, skin eaten"
24201360.0,"Turkey, light or dark meat, fried, coated, skin not eaten"
24201370.0,"Turkey, light or dark meat, fried, coated, skin eaten"
24201410.0,"Turkey, light or dark meat, stewed, skin not eaten"
24201420.0,"Turkey light or dark meat, stewed, skin eaten"
24201510.0,"Turkey, light or dark meat, smoked, skin eaten"
24201520.0,"Turkey, light or dark meat, smoked, skin not eaten"
24202010.0,"Turkey, drumstick, cooked, skin not eaten"
24202020.0,"Turkey, drumstick, cooked, skin eaten"
24202060.0,"Turkey, drumstick, roasted, skin not eaten"
24202070.0,"Turkey, drumstick, roasted, skin eaten"
24202460.0,"Turkey, thigh, cooked, skin eaten"
24202500.0,"Turkey, thigh, cooked, skin not eaten"
24202600.0,"Turkey, neck"
24203010.0,"Turkey, wing, cooked, skin not eaten"
24203020.0,"Turkey, wing, cooked, skin eaten"
24205000.0,"Turkey, tail"
24205100.0,"Turkey, back"
24206000.0,"Turkey, canned"
24207000.0,"Turkey, ground"
24208000.0,"Turkey, nuggets"
24208500.0,"Turkey bacon, cooked"
24208510.0,"Turkey bacon, reduced sodium, cooked"
24300110.0,"Duck, cooked, skin eaten"
24300120.0,"Duck, cooked, skin not eaten"
24301010.0,"Duck, roasted, skin eaten"
24301020.0,"Duck, roasted, skin not eaten"
24302010.0,"Duck, Peking"
24311010.0,"Goose, wild, roasted"
24400010.0,"Cornish game hen, cooked, skin eaten"
24400020.0,"Cornish game hen, cooked, skin not eaten"
24401010.0,"Cornish game hen, roasted, skin eaten"
24401020.0,"Cornish game hen, roasted, skin not eaten"
24402100.0,"Dove, cooked, NS as to cooking method"
24402110.0,"Dove, fried"
24403100.0,"Quail, cooked"
24404100.0,"Pheasant, cooked"
24701010.0,Baby Toddler chicken
24703010.0,Baby Toddler turkey
25110140.0,"Liver, beef"
25110450.0,"Liver, chicken"
25112200.0,"Liver, paste or pate"
25120000.0,Heart
25130000.0,Kidney
25140110.0,Sweetbreads
25150000.0,Brains
25160000.0,Tongue
25160130.0,"Tongue pot roast, Puerto Rican style"
25170110.0,Tripe
25170210.0,Chitterlings
25170310.0,Hog maws
25170420.0,Gizzard
25210110.0,"Hot dog, NFS"
25210210.0,"Hot dog, beef"
25210280.0,"Hot dog, meat and poultry"
25210290.0,"Hot dog, reduced fat"
25210410.0,"Hot dog, turkey"
25220105.0,Beef sausage
25220150.0,Beef sausage with cheese
25220210.0,Blood sausage
25220350.0,Bratwurst
25220360.0,"Bratwurst, with cheese"
25220410.0,Bologna
25220425.0,"Bologna, reduced fat"
25220435.0,"Bologna, reduced sodium"
25220710.0,Chorizo
25220910.0,Head cheese
25221110.0,Knockwurst
25221210.0,Mortadella
25221215.0,"Pastrami, NFS"
25221220.0,"Pastrami, made from any kind of meat, reduced fat"
25221250.0,"Pepperoni, NFS"
25221255.0,"Pepperoni, reduced fat"
25221260.0,"Pepperoni, reduced sodium"
25221310.0,Polish sausage
25221350.0,Italian sausage
25221400.0,"Sausage, NFS"
25221405.0,Pork sausage
25221406.0,"Pork sausage, reduced fat"
25221408.0,"Pork sausage, reduced sodium"
25221460.0,Pork and beef sausage
25221500.0,"Salami, NFS"
25221505.0,"Salami, made from any type of meat, reduced fat"
25221515.0,"Salami, made from any type of meat, reduced sodium"
25221610.0,"Scrapple, cooked"
25221810.0,Thuringer
25221830.0,Turkey or chicken sausage
25221855.0,"Turkey or chicken sausage, reduced sodium"
25221870.0,Turkey or chicken and pork sausage
25221910.0,"Vienna sausage, canned"
25221950.0,Pickled sausage
25230110.0,"Luncheon meat, NFS"
25230210.0,"Ham, prepackaged or deli, luncheon meat"
25230220.0,"Ham, prepackaged or deli, luncheon meat, reduced sodium"
25230320.0,"Chicken, prepackaged or deli, luncheon meat"
25230340.0,"Chicken, prepackaged or deli, luncheon meat, reduced sodium"
25230420.0,"Ham luncheon meat, loaf type"
25230530.0,Spam
25230550.0,"Spam, reduced sodium"
25230560.0,Liverwurst
25230610.0,"Luncheon meat, loaf type"
25230780.0,"Turkey, prepackaged or deli, luncheon meat"
25230785.0,"Turkey, prepackaged or deli, luncheon meat, reduced sodium"
25230800.0,"Turkey ham, prepackaged or deli, luncheon meat"
25231110.0,"Beef, prepackaged or deli, luncheon meat"
25231120.0,"Beef, prepackaged or deli, luncheon meat, reduced sodium"
25240000.0,"Meat spread or potted meat, NFS"
25240110.0,Chicken salad spread
25240220.0,Ham salad spread
26100100.0,"Fish, raw"
26100110.0,"Fish, NFS"
26100120.0,"Fish, NS as to type, baked or broiled"
26100130.0,"Fish, NS as to type, baked or broiled, coated"
26100140.0,"Fish, NS as to type, fried"
26100160.0,"Fish, NS as to type, steamed"
26100180.0,"Fish, canned"
26100190.0,"Fish, smoked"
26100270.0,"Fish, stick"
26101110.0,"Fish, anchovy"
26105110.0,"Fish, carp"
26107110.0,"Fish, catfish, NFS"
26107120.0,"Fish, catfish, baked or broiled"
26107123.0,"Fish, catfish, grilled"
26107130.0,"Fish, catfish, baked or broiled, coated"
26107140.0,"Fish, catfish, fried"
26107160.0,"Fish, catfish, steamed"
26109110.0,"Fish, cod, NFS"
26109120.0,"Fish, cod, baked or broiled"
26109123.0,"Fish, cod, grilled"
26109130.0,"Fish, cod, baked or broiled, coated"
26109140.0,"Fish, cod, fried"
26109160.0,"Fish, cod, steamed"
26111110.0,"Fish, croaker"
26113110.0,"Fish, eel"
26115110.0,"Fish, flounder, NFS"
26115120.0,"Fish, flounder, baked or broiled"
26115123.0,"Fish, flounder, grilled"
26115130.0,"Fish, flounder, baked or broiled, coated"
26115140.0,"Fish, flounder, fried"
26115160.0,"Fish, flounder, steamed"
26117110.0,"Fish, haddock, NFS"
26117120.0,"Fish, haddock, baked or broiled"
26117121.0,"Fish, haddock, grilled"
26117130.0,"Fish, haddock, baked or broiled, coated"
26117140.0,"Fish, haddock, fried"
26117160.0,"Fish, haddock, steamed"
26118010.0,"Fish, halibut"
26119110.0,"Fish, herring"
26119180.0,"Fish, pickled"
26121110.0,"Fish, mackerel, NFS"
26121120.0,"Fish, mackerel, baked or broiled"
26121121.0,"Fish, mackerel, grilled"
26121131.0,"Fish, mackerel, baked or broiled, coated"
26121140.0,"Fish, mackerel, fried"
26121180.0,"Fish, mackerel, canned"
26123110.0,"Fish, mullet"
26127110.0,"Fish, perch, NFS"
26127120.0,"Fish, perch, baked or broiled"
26127123.0,"Fish, perch, grilled"
26127130.0,"Fish, perch, baked or broiled, coated"
26127140.0,"Fish, perch, fried"
26127160.0,"Fish, perch, steamed"
26129110.0,"Fish, pike"
26131110.0,"Fish, pompano, NFS"
26131120.0,"Fish, pompano, baked or broiled"
26131121.0,"Fish, pompano, grilled"
26131130.0,"Fish, pompano, baked or broiled, coated"
26131140.0,"Fish, pompano, fried"
26131160.0,"Fish, pompano, steamed"
26133110.0,"Fish, snapper"
26137100.0,"Fish, salmon, raw"
26137110.0,"Fish, salmon, NFS"
26137120.0,"Fish, salmon, baked or broiled"
26137123.0,"Fish, salmon, grilled"
26137130.0,"Fish, salmon, baked or broiled, coated"
26137140.0,"Fish, salmon, fried"
26137160.0,"Fish, salmon, steamed"
26137180.0,"Fish, salmon, canned"
26137190.0,"Fish, salmon, smoked"
26139180.0,"Fish, sardines, canned"
26141110.0,"Fish, bass, NFS"
26141120.0,"Fish, bass, baked or broiled"
26141121.0,"Fish, bass, grilled"
26141130.0,"Fish, bass, baked or broiled, coated"
26141140.0,"Fish, bass, fried"
26141160.0,"Fish, bass, steamed"
26143110.0,"Fish, shark"
26149110.0,"Fish, swordfish"
26151110.0,"Fish, trout, NFS"
26151120.0,"Fish, trout, baked or broiled"
26151123.0,"Fish, trout, grilled"
26151130.0,"Fish, trout, baked or broiled, coated"
26151140.0,"Fish, trout, fried"
26151160.0,"Fish, trout, steamed"
26153100.0,"Fish, tuna, raw"
26153110.0,"Fish, tuna, NFS"
26153120.0,"Fish, tuna, cooked"
26155110.0,"Fish, tuna, canned"
26157110.0,"Fish, whiting, NFS"
26157120.0,"Fish, whiting, baked or broiled"
26157123.0,"Fish, whiting, grilled"
26157130.0,"Fish, whiting, baked or broiled, coated"
26157140.0,"Fish, whiting, fried"
26157160.0,"Fish, whiting, steamed"
26158000.0,"Fish, tilapia, NFS"
26158010.0,"Fish, tilapia, baked or broiled"
26158013.0,"Fish, tilapia, grilled"
26158020.0,"Fish, tilapia, baked or broiled, coated"
26158030.0,"Fish, tilapia, fried"
26158050.0,"Fish, tilapia, steamed"
26158100.0,"Fish, white, mixed species, NFS"
26158110.0,"Fish, white, mixed species, baked or broiled"
26158120.0,"Fish, white, mixed species, baked or broiled, coated"
26158130.0,"Fish, white, mixed species, fried"
